location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,Campaign_A,probability_high_value
Washington,No,Extended,Bachelor,Employed,F,26486,Suburban,Single,128,18,5,1,2,Personal Auto,Personal L1,Offer1,Agent,614.4,SUV,Medsize,1,Yes,0.9967676997681104
Oregon,No,Extended,High School or Below,Unemployed,F,0,Suburban,Divorced,97,12,24,0,2,Personal Auto,Personal L1,Offer1,Web,465.6,Two-Door Car,Small,1,Yes,0.9963468384544092
Oregon,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,182,4,34,0,5,Personal Auto,Personal L2,Offer1,Branch,1953.87972,Luxury SUV,Medsize,1,Yes,0.992598580589684
Arizona,No,Basic,Bachelor,Employed,M,68331,Suburban,Married,63,23,38,0,3,Personal Auto,Personal L1,Offer4,Branch,302.4,Four-Door Car,Small,1,Yes,0.920058102742487
Arizona,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,1,66,1,1,Personal Auto,Personal L1,Offer1,Agent,511.2,Two-Door Car,Medsize,0,No,0.006876534736775508
Nevada,No,Basic,College,Employed,M,21636,Urban,Married,64,2,24,5,2,Personal Auto,Personal L2,Offer2,Branch,213.587367,Two-Door Car,Medsize,1,Yes,0.9904110203486278
Oregon,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,121,7,34,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,871.2,SUV,Medsize,1,Yes,0.9962110730018672
Oregon,No,Extended,College,Unemployed,F,0,Suburban,Single,133,24,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1386.870718,SUV,Medsize,1,Yes,0.9966508637172028
California,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,64,14,92,0,7,Personal Auto,Personal L1,Offer3,Web,307.2,Four-Door Car,Medsize,0,No,0.021589875119447686
Washington,No,Basic,College,Employed,F,35601,Urban,Single,69,34,15,0,2,Personal Auto,Personal L1,Offer3,Branch,249.803437,Four-Door Car,Medsize,1,Yes,0.9938370612812212
Oregon,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,198,33,55,1,3,Corporate Auto,Corporate L2,Offer1,Call Center,1425.6,Luxury SUV,Medsize,1,Yes,0.9916599450849148
California,No,Basic,College,Employed,M,28558,Suburban,Married,119,14,37,4,3,Personal Auto,Personal L2,Offer3,Agent,797.558033,SUV,Large,1,Yes,0.9931109450254542
Nevada,No,Basic,High School or Below,Employed,F,60101,Rural,Married,66,34,74,0,3,Corporate Auto,Corporate L2,Offer2,Agent,1.332349,Two-Door Car,Medsize,1,Yes,0.9906336357649119
Arizona,No,Extended,College,Employed,M,22426,Suburban,Single,76,9,31,1,1,Corporate Auto,Corporate L3,Offer3,Branch,528.391284,Four-Door Car,Medsize,0,No,0.006723083302251901
Oregon,No,Extended,College,Employed,M,30720,Suburban,Married,139,17,24,4,5,Personal Auto,Personal L2,Offer3,Agent,778.463303,SUV,Small,1,Yes,0.9965059415996638
Oregon,No,Premium,Bachelor,Employed,F,34161,Suburban,Married,186,5,10,3,1,Personal Auto,Personal L3,Offer3,Call Center,892.8,SUV,Medsize,1,Yes,0.9927002396931344
Oregon,No,Extended,Bachelor,Employed,F,42987,Rural,Divorced,77,14,48,0,1,Personal Auto,Personal L3,Offer2,Web,128.490137,Four-Door Car,Small,0,No,0.007551383523453345
Oregon,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,61,21,13,0,3,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize,0,No,0.00898569875406327
Arizona,No,Extended,High School or Below,Employed,F,80928,Urban,Divorced,132,26,27,0,1,Corporate Auto,Corporate L1,Offer1,Agent,538.545218,SUV,Medsize,1,Yes,0.9855781142605612
Washington,No,Basic,Bachelor,Employed,F,86640,Rural,Married,67,2,25,0,5,Personal Auto,Personal L1,Offer2,Web,65.45736600000001,Four-Door Car,Medsize,1,Yes,0.9899078769598972
California,No,Basic,College,Retired,F,26714,Suburban,Divorced,64,17,7,1,2,Personal Auto,Personal L1,Offer3,Call Center,307.2,Two-Door Car,Small,1,Yes,0.9878659449019684
Arizona,Yes,Basic,Bachelor,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Corporate Auto,Corporate L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,0,No,0.00879407842958595
Oregon,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,78,22,3,0,2,Personal Auto,Personal L3,Offer1,Web,732.340362,Four-Door Car,Small,1,Yes,0.9953082183578884
California,Yes,Extended,College,Unemployed,M,0,Suburban,Single,126,12,4,0,2,Personal Auto,Personal L1,Offer1,Agent,604.8,SUV,Medsize,1,Yes,0.9963821725474862
Nevada,No,Basic,College,Employed,M,62977,Suburban,Single,115,34,40,0,1,Corporate Auto,Corporate L3,Offer3,Agent,552.0,SUV,Small,0,No,0.007319043797018669
Oregon,No,Extended,College,Unemployed,F,0,Suburban,Single,79,30,25,0,1,Special Auto,Special L2,Offer3,Branch,568.8,Four-Door Car,Medsize,0,No,0.007224428643795044
California,No,Basic,High School or Below,Disabled,F,19724,Suburban,Married,72,20,49,0,4,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Large,1,Yes,0.9835810493134928
California,No,Basic,High School or Below,Medical Leave,F,27558,Suburban,Married,65,18,48,0,2,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,1,Yes,0.992372034657908
California,No,Extended,College,Employed,F,86054,Rural,Married,239,12,11,0,1,Personal Auto,Personal L3,Offer2,Branch,115.166422,Luxury Car,Medsize,1,Yes,0.9933392129620392
California,No,Extended,High School or Below,Employed,F,42846,Urban,Married,81,14,42,0,4,Corporate Auto,Corporate L1,Offer1,Branch,286.142521,Four-Door Car,Medsize,1,Yes,0.9940141888740441
Nevada,No,Basic,Bachelor,Employed,F,57107,Suburban,Married,110,27,84,3,7,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Small,1,Yes,0.9932166791303668
Oregon,Yes,Basic,High School or Below,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize,1,Yes,0.9931122897749806
Washington,No,Basic,College,Employed,M,54314,Urban,Married,66,13,98,0,1,Personal Auto,Personal L3,Offer2,Branch,282.770894,Four-Door Car,Medsize,0,No,0.00720274098043217
California,No,Basic,Doctor,Disabled,F,29950,Suburban,Married,61,0,76,0,4,Personal Auto,Personal L1,Offer1,Call Center,292.8,Two-Door Car,Medsize,0,No,0.03488239707330198
Nevada,No,Extended,College,Employed,F,24195,Urban,Married,90,32,70,0,2,Personal Auto,Personal L3,Offer1,Branch,360.269404,Two-Door Car,Large,1,Yes,0.9963484161004948
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,73,30,11,0,8,Personal Auto,Personal L3,Offer1,Web,388.819919,Four-Door Car,Medsize,1,Yes,0.9696251643811014
Arizona,No,Basic,College,Employed,M,47481,Suburban,Married,116,20,39,0,1,Personal Auto,Personal L3,Offer4,Call Center,556.8,SUV,Medsize,0,No,0.007472611596456939
Oregon,No,Premium,Bachelor,Employed,M,63354,Suburban,Single,106,16,39,0,9,Personal Auto,Personal L3,Offer1,Agent,508.8,Two-Door Car,Large,1,Yes,0.9953333251822908
Oregon,No,Basic,High School or Below,Employed,F,57591,Suburban,Divorced,66,5,74,0,2,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Four-Door Car,Medsize,1,Yes,0.9956539294265504
Nevada,No,Basic,Bachelor,Unemployed,F,0,Suburban,Divorced,71,14,62,0,2,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Four-Door Car,Medsize,1,Yes,0.9927770897773668
Oregon,No,Extended,Master,Employed,M,34919,Urban,Single,82,14,99,1,2,Personal Auto,Personal L3,Offer1,Web,277.871312,Four-Door Car,Medsize,1,Yes,0.9960754247108546
Oregon,No,Basic,High School or Below,Employed,M,76879,Suburban,Married,101,20,44,0,5,Corporate Auto,Corporate L3,Offer2,Web,487.10262699999987,Sports Car,Large,1,Yes,0.9938673894339146
California,No,Basic,Bachelor,Employed,F,61584,Urban,Married,61,18,93,0,2,Corporate Auto,Corporate L2,Offer1,Agent,205.294927,Four-Door Car,Medsize,1,Yes,0.9888727282142792
California,No,Premium,High School or Below,Employed,M,28792,Suburban,Single,185,34,20,3,1,Corporate Auto,Corporate L1,Offer4,Web,1166.603776,Sports Car,Small,1,Yes,0.992225580262636
Oregon,No,Premium,Bachelor,Unemployed,F,0,Suburban,Single,105,27,42,0,4,Corporate Auto,Corporate L1,Offer1,Branch,504.0,Two-Door Car,Medsize,1,Yes,0.9949012632815208
Washington,No,Basic,Master,Disabled,M,26713,Rural,Divorced,71,22,69,0,1,Personal Auto,Personal L1,Offer1,Agent,142.69531899999996,Four-Door Car,Medsize,0,No,0.008014820934203835
California,No,Extended,College,Unemployed,F,0,Suburban,Single,129,2,72,0,1,Personal Auto,Personal L2,Offer4,Web,928.8,SUV,Medsize,0,No,0.06316448598872783
Oregon,No,Extended,High School or Below,Employed,M,34244,Suburban,Married,87,14,34,2,2,Personal Auto,Personal L3,Offer1,Branch,417.6,Four-Door Car,Medsize,1,Yes,0.9963276628942672
Oregon,Yes,Basic,College,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize,1,Yes,0.9908686327412624
Washington,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,68,19,53,0,3,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,0,No,0.021656211229694248
Oregon,No,Basic,Bachelor,Employed,F,59848,Rural,Married,73,5,98,1,3,Personal Auto,Personal L3,Offer1,Call Center,131.614733,Two-Door Car,Medsize,1,Yes,0.987994102382626
Nevada,No,Basic,College,Employed,F,39815,Rural,Divorced,64,17,68,0,2,Special Auto,Special L3,Offer3,Branch,91.391245,Four-Door Car,Medsize,1,Yes,0.9936029583641962
California,No,Extended,Master,Employed,F,58840,Rural,Single,86,25,44,0,1,Corporate Auto,Corporate L3,Offer1,Agent,73.27252,Two-Door Car,Medsize,0,No,0.008324541851604228
Washington,Yes,Basic,Master,Employed,F,97131,Suburban,Married,64,5,80,0,6,Special Auto,Special L2,Offer2,Agent,307.2,Four-Door Car,Small,1,Yes,0.9854591894299078
Arizona,Yes,Basic,College,Employed,M,58089,Suburban,Married,118,31,83,0,1,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,0,No,0.009316264644019894
California,No,Basic,Doctor,Unemployed,M,0,Suburban,Married,71,7,87,0,1,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,Small,0,No,0.007917117036037077
Arizona,No,Extended,College,Unemployed,F,0,Suburban,Single,126,2,96,2,1,Personal Auto,Personal L2,Offer1,Branch,656.57161,SUV,Large,0,No,0.04787116899100954
California,No,Basic,Bachelor,Employed,M,21808,Suburban,Married,119,0,71,0,1,Special Auto,Special L3,Offer2,Call Center,571.2,SUV,Medsize,0,No,0.007457309025801211
Arizona,No,Basic,College,Employed,M,89771,Urban,Married,114,5,83,0,2,Personal Auto,Personal L3,Offer1,Agent,432.409662,SUV,Medsize,1,Yes,0.9962210674362232
Nevada,No,Basic,Master,Employed,F,36776,Urban,Divorced,65,21,21,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,240.186527,Four-Door Car,Medsize,1,Yes,0.9957281940639447
Arizona,No,Basic,Bachelor,Employed,M,31213,Suburban,Married,65,0,29,0,1,Corporate Auto,Corporate L3,Offer2,Branch,312.0,Four-Door Car,Medsize,0,No,0.006884198631443273
Oregon,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,115,33,0,0,3,Personal Auto,Personal L3,Offer1,Branch,987.293841,SUV,Medsize,1,Yes,0.9943562617937534
California,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,61,11,39,0,2,Corporate Auto,Corporate L1,Offer3,Agent,439.2,Four-Door Car,Medsize,1,Yes,0.9892321381479672
Arizona,No,Basic,College,Unemployed,M,0,Suburban,Married,107,13,17,0,5,Personal Auto,Personal L1,Offer1,Branch,513.6,SUV,Large,1,Yes,0.9940399339649229
California,No,Basic,College,Employed,M,32555,Rural,Married,68,32,72,0,2,Personal Auto,Personal L1,Offer3,Call Center,86.912677,Two-Door Car,Medsize,1,Yes,0.9953153801223256
Arizona,No,Basic,College,Unemployed,M,0,Suburban,Single,69,15,9,0,2,Personal Auto,Personal L3,Offer3,Agent,496.8,Two-Door Car,Medsize,1,Yes,0.9892612732928748
Washington,Yes,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,0,No,0.007160229866189417
Washington,No,Basic,College,Employed,M,80590,Rural,Married,74,26,3,0,1,Corporate Auto,Corporate L3,Offer3,Branch,97.928632,Four-Door Car,Medsize,0,No,0.006747536456463889
Oregon,No,Extended,Bachelor,Disabled,F,22565,Suburban,Married,132,0,20,0,1,Personal Auto,Personal L1,Offer3,Agent,633.6,SUV,Small,1,Yes,0.7911496264419263
Arizona,No,Extended,Master,Employed,M,54817,Rural,Single,137,24,28,0,1,Personal Auto,Personal L2,Offer2,Agent,209.504391,SUV,Medsize,1,Yes,0.981850105528334
Oregon,No,Basic,College,Unemployed,M,0,Rural,Married,62,26,34,0,2,Personal Auto,Personal L3,Offer1,Agent,42.642554,Two-Door Car,Medsize,1,Yes,0.9890783309311442
Oregon,No,Basic,College,Employed,F,55393,Rural,Married,74,15,6,1,3,Corporate Auto,Corporate L2,Offer1,Call Center,2.173552,Four-Door Car,Medsize,1,Yes,0.9875606306184024
California,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,83,12,97,0,2,Personal Auto,Personal L2,Offer3,Agent,597.6,Four-Door Car,Large,1,Yes,0.9955054912149992
California,No,Premium,Bachelor,Employed,F,75634,Urban,Married,110,13,52,0,2,Personal Auto,Personal L3,Offer1,Agent,432.805382,Two-Door Car,Medsize,1,Yes,0.9963484161004948
Oregon,Yes,Basic,College,Employed,M,62464,Urban,Married,109,23,45,0,4,Personal Auto,Personal L3,Offer2,Agent,400.181882,Sports Car,Medsize,1,Yes,0.9926445768852662
Arizona,No,Basic,College,Employed,M,72648,Rural,Married,61,0,78,0,5,Personal Auto,Personal L2,Offer3,Agent,120.850664,Four-Door Car,Large,0,No,0.05548225625429401
Nevada,No,Basic,Bachelor,Employed,F,77167,Rural,Divorced,66,15,99,0,3,Personal Auto,Personal L3,Offer2,Call Center,137.086695,Four-Door Car,Medsize,1,Yes,0.9904746407905308
Washington,Yes,Extended,High School or Below,Employed,M,56980,Suburban,Married,84,33,70,0,7,Corporate Auto,Corporate L3,Offer2,Agent,599.000883,Two-Door Car,Medsize,1,Yes,0.9947330573142223
California,No,Basic,College,Employed,F,27444,Urban,Married,66,21,88,0,3,Personal Auto,Personal L3,Offer3,Web,313.931213,Four-Door Car,Large,1,Yes,0.9848353407969259
Oregon,No,Extended,High School or Below,Employed,M,57289,Suburban,Single,86,21,88,0,3,Corporate Auto,Corporate L3,Offer3,Agent,562.2249419999998,Two-Door Car,Small,1,Yes,0.9961239994419492
Oregon,No,Premium,Bachelor,Employed,M,84091,Urban,Married,105,18,48,0,9,Personal Auto,Personal L3,Offer3,Agent,380.560266,Four-Door Car,Medsize,1,Yes,0.9952785067808102
Arizona,No,Basic,College,Unemployed,M,0,Suburban,Single,67,33,21,2,1,Personal Auto,Personal L3,Offer3,Agent,806.180375,Four-Door Car,Large,0,No,0.006284650632649328
Oregon,No,Extended,College,Employed,M,59590,Urban,Divorced,136,15,67,0,5,Personal Auto,Personal L1,Offer1,Branch,460.266881,SUV,Small,1,Yes,0.9969860818579941
Arizona,No,Basic,College,Employed,F,89672,Urban,Married,72,7,92,0,1,Personal Auto,Personal L3,Offer2,Agent,309.568636,Four-Door Car,Medsize,0,No,0.00720274098043217
California,No,Basic,Bachelor,Employed,F,96535,Urban,Single,66,11,85,0,3,Personal Auto,Personal L3,Offer1,Agent,271.074379,Four-Door Car,Medsize,1,Yes,0.9869231343456604
Oregon,No,Basic,Doctor,Employed,F,25575,Suburban,Married,117,10,41,0,2,Personal Auto,Personal L2,Offer3,Branch,561.6,SUV,Medsize,1,Yes,0.9958268995022423
Nevada,No,Extended,College,Employed,F,38910,Rural,Married,78,3,78,0,2,Personal Auto,Personal L2,Offer2,Branch,20.209679,Two-Door Car,Medsize,1,Yes,0.9957285737055488
Arizona,No,Basic,Bachelor,Employed,M,39426,Urban,Married,114,33,12,0,1,Special Auto,Special L3,Offer3,Branch,412.884282,SUV,Medsize,0,No,0.007852086252344605
California,No,Extended,High School or Below,Employed,F,28304,Suburban,Married,91,10,30,2,1,Personal Auto,Personal L2,Offer2,Agent,655.2,Four-Door Car,Medsize,0,No,0.008214747541069855
Arizona,No,Extended,College,Employed,M,52210,Suburban,Married,80,6,74,0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,1,Yes,0.9954535713729245
Nevada,No,Basic,Bachelor,Unemployed,F,0,Urban,Married,102,20,46,0,3,Personal Auto,Personal L2,Offer1,Web,273.94541200000003,SUV,Large,1,Yes,0.9941729932632548
Oregon,No,Premium,Master,Employed,M,94851,Rural,Single,104,6,33,0,3,Personal Auto,Personal L3,Offer1,Call Center,190.998822,Four-Door Car,Small,1,Yes,0.9961153005668612
Arizona,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,67,16,92,0,1,Personal Auto,Personal L1,Offer3,Branch,399.0564,Four-Door Car,Small,0,No,0.0065806770968432045
Washington,Yes,Basic,Bachelor,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Personal Auto,Personal L3,Offer2,Web,340.8,Four-Door Car,Medsize,0,No,0.0072275932309276624
Oregon,No,Extended,College,Employed,F,41025,Rural,Married,92,22,92,0,6,Personal Auto,Personal L3,Offer1,Agent,20.374393,Four-Door Car,Large,1,Yes,0.9948718356122904
Oregon,No,Basic,High School or Below,Employed,M,71449,Suburban,Divorced,102,17,7,0,2,Personal Auto,Personal L3,Offer4,Call Center,734.4,SUV,Small,1,Yes,0.9957649859337704
California,No,Extended,Bachelor,Employed,F,92653,Suburban,Married,83,15,80,1,6,Personal Auto,Personal L2,Offer1,Agent,456.519419,Four-Door Car,Medsize,1,Yes,0.9945842951304852
Nevada,Yes,Basic,Bachelor,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,1,Yes,0.99622999915675
Oregon,No,Extended,College,Employed,F,24290,Suburban,Married,82,15,84,0,8,Personal Auto,Personal L1,Offer4,Branch,393.6,Four-Door Car,Medsize,1,Yes,0.993249489908909
Oregon,Yes,Basic,College,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Corporate Auto,Corporate L3,Offer2,Web,302.4,Four-Door Car,Large,0,No,0.01743976452760325
California,No,Basic,High School or Below,Employed,F,26409,Suburban,Married,71,30,70,0,5,Personal Auto,Personal L3,Offer2,Branch,475.166267,Four-Door Car,Large,1,Yes,0.9916474087453562
Arizona,No,Extended,High School or Below,Medical Leave,M,21616,Suburban,Single,93,4,41,0,7,Personal Auto,Personal L1,Offer2,Web,944.854655,Two-Door Car,Medsize,1,Yes,0.993979231121996
Oregon,No,Extended,College,Employed,M,36463,Suburban,Single,92,8,25,0,3,Personal Auto,Personal L3,Offer1,Agent,441.6,Four-Door Car,Medsize,1,Yes,0.9962465757468184
California,Yes,Premium,Bachelor,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L2,Offer1,Agent,1300.8,Luxury SUV,Medsize,1,Yes,0.9893125778238752
California,No,Basic,Bachelor,Employed,M,34645,Urban,Single,69,1,2,3,5,Special Auto,Special L3,Offer3,Agent,220.446667,Two-Door Car,Large,1,Yes,0.9082763719339346
Washington,No,Extended,Bachelor,Employed,M,67001,Urban,Single,131,7,36,0,1,Personal Auto,Personal L3,Offer3,Web,463.425687,SUV,Medsize,1,Yes,0.9880644167504185
California,No,Premium,Bachelor,Employed,F,96200,Suburban,Married,107,9,45,0,3,Personal Auto,Personal L2,Offer2,Web,513.6,Two-Door Car,Small,1,Yes,0.9960545368728292
Arizona,No,Extended,High School or Below,Employed,M,69241,Rural,Divorced,93,2,63,0,3,Personal Auto,Personal L3,Offer1,Agent,111.250449,Four-Door Car,Medsize,1,Yes,0.9961940050011424
California,No,Basic,Bachelor,Employed,F,55843,Suburban,Married,64,3,80,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,307.2,Two-Door Car,Medsize,1,Yes,0.9948756546900714
California,No,Extended,Bachelor,Disabled,F,20305,Suburban,Single,76,14,63,1,2,Personal Auto,Personal L2,Offer2,Call Center,496.477418,Two-Door Car,Medsize,1,Yes,0.9954720562227808
Oregon,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,68,10,81,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,489.6,Two-Door Car,Medsize,0,No,0.006475432213822962
Oregon,No,Basic,Bachelor,Employed,M,44329,Suburban,Married,112,25,58,0,3,Personal Auto,Personal L1,Offer2,Agent,537.6,SUV,Medsize,1,Yes,0.9955350433302894
Arizona,No,Basic,High School or Below,Employed,M,44279,Suburban,Married,61,32,7,0,3,Personal Auto,Personal L1,Offer2,Agent,292.8,Two-Door Car,Small,0,No,0.036247744540473935
California,Yes,Extended,College,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Personal Auto,Personal L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,0,No,0.006069010560151133
Oregon,No,Basic,College,Employed,F,34695,Rural,Single,113,1,60,0,5,Personal Auto,Personal L3,Offer1,Call Center,100.323765,SUV,Small,1,Yes,0.993397953296075
Arizona,No,Basic,High School or Below,Employed,M,79297,Rural,Single,64,34,64,0,6,Personal Auto,Personal L3,Offer1,Agent,72.760316,Four-Door Car,Medsize,1,Yes,0.9273261125255124
Arizona,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,62,29,72,0,1,Corporate Auto,Corporate L1,Offer2,Web,297.6,Four-Door Car,Medsize,0,No,0.005383370802427195
Nevada,No,Basic,Bachelor,Employed,M,84183,Urban,Single,72,29,86,0,4,Personal Auto,Personal L1,Offer1,Agent,255.56534900000003,Four-Door Car,Small,1,Yes,0.9869132549145848
California,No,Extended,Doctor,Employed,M,53375,Rural,Married,79,20,92,0,2,Personal Auto,Personal L1,Offer4,Agent,127.322656,Four-Door Car,Medsize,1,Yes,0.9959273513086234
California,No,Extended,High School or Below,Employed,F,32046,Urban,Married,127,28,23,0,4,Corporate Auto,Corporate L1,Offer3,Agent,475.599472,SUV,Medsize,1,Yes,0.996341558036078
Nevada,No,Basic,High School or Below,Employed,M,91393,Suburban,Married,67,19,54,0,6,Personal Auto,Personal L3,Offer1,Agent,460.551521,Two-Door Car,Medsize,1,Yes,0.9890682763730164
California,Yes,Basic,Bachelor,Employed,F,76731,Urban,Married,64,2,68,0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,0,No,0.0076783375165541045
