location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,probability_high_value,Campaign_A
Oregon,Yes,Extended,College,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L3,Offer2,Call Center,19.575683,Two-Door Car,Large,0,0.0,No
California,No,Basic,College,Employed,M,85522,Urban,Married,64,1,56,0,3,Personal Auto,Personal L2,Offer4,Branch,165.00274199999996,Four-Door Car,Medsize,1,0.485679682422756,Yes
Oregon,No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,92,13,17,0,1,Personal Auto,Personal L2,Offer1,Agent,441.6,Two-Door Car,Medsize,0,0.0,No
California,No,Basic,Bachelor,Employed,F,31264,Urban,Divorced,198,9,54,1,2,Personal Auto,Personal L2,Offer2,Branch,825.657746,Luxury SUV,Medsize,1,0.5172928629647294,Yes
California,No,Premium,Bachelor,Unemployed,F,0,Suburban,Single,105,4,98,0,6,Special Auto,Special L2,Offer1,Branch,504.0,Two-Door Car,Medsize,1,0.5115320216000744,Yes
Oregon,No,Extended,High School or Below,Employed,F,94885,Rural,Married,86,18,10,3,1,Personal Auto,Personal L1,Offer2,Web,170.53213300000004,Four-Door Car,Medsize,0,0.0,No
Oregon,Yes,Basic,Bachelor,Employed,M,25998,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L3,Offer2,Call Center,791.8780419999997,Four-Door Car,Medsize,1,0.5149719065560264,Yes
California,No,Basic,High School or Below,Employed,M,78185,Suburban,Single,61,23,54,0,1,Personal Auto,Personal L3,Offer4,Agent,292.8,Four-Door Car,Small,0,0.0,No
Arizona,No,Basic,High School or Below,Employed,F,53602,Urban,Married,115,15,60,0,2,Personal Auto,Personal L1,Offer1,Web,295.335363,Sports Car,Medsize,1,0.5156252457321421,Yes
Oregon,No,Extended,Master,Unemployed,F,0,Suburban,Married,124,13,70,0,2,Personal Auto,Personal L3,Offer1,Branch,595.2,SUV,Medsize,1,0.5159485466994592,Yes
California,No,Extended,Bachelor,Employed,F,60642,Urban,Married,133,34,68,0,5,Personal Auto,Personal L3,Offer1,Agent,428.27511,SUV,Medsize,1,0.5168651106824644,Yes
California,No,Basic,Bachelor,Employed,F,64304,Rural,Divorced,68,35,70,0,2,Corporate Auto,Corporate L2,Offer3,Web,65.471028,Two-Door Car,Medsize,1,0.5149131782955049,Yes
Arizona,No,Extended,Bachelor,Employed,M,47669,Suburban,Married,80,16,84,0,3,Personal Auto,Personal L3,Offer2,Branch,384.0,Four-Door Car,Small,1,0.5155632707334732,Yes
Nevada,No,Premium,Bachelor,Employed,F,56202,Urban,Married,107,19,33,0,8,Personal Auto,Personal L1,Offer2,Agent,513.511091,Two-Door Car,Medsize,1,0.5146632026352048,Yes
Arizona,No,Basic,High School or Below,Employed,M,65870,Urban,Married,61,21,40,1,2,Personal Auto,Personal L2,Offer2,Branch,202.847644,Four-Door Car,Large,1,0.508189173092992,Yes
Washington,Yes,Basic,High School or Below,Retired,M,19683,Suburban,Married,117,17,41,1,9,Corporate Auto,Corporate L1,Offer1,Web,561.6,Sports Car,Medsize,1,0.5069553132608544,Yes
California,No,Basic,High School or Below,Employed,F,77738,Urban,Married,118,18,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,463.457352,SUV,Small,1,0.5153035183989673,Yes
Arizona,Yes,Basic,College,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large,1,0.5129171747946274,Yes
Arizona,Yes,Basic,High School or Below,Employed,M,99845,Suburban,Married,110,23,25,1,8,Corporate Auto,Corporate L3,Offer2,Branch,528.0,SUV,Medsize,1,0.5142577397443636,Yes
California,No,Extended,College,Employed,F,91774,Urban,Single,81,4,21,0,1,Personal Auto,Personal L3,Offer1,Call Center,285.020982,Four-Door Car,Medsize,0,0.0,No
California,Yes,Basic,Bachelor,Employed,M,86305,Rural,Married,62,1,99,0,5,Corporate Auto,Corporate L2,Offer2,Call Center,80.73124,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,68,34,31,0,2,Corporate Auto,Corporate L1,Offer4,Call Center,326.4,Four-Door Car,Medsize,1,0.512909578326198,Yes
California,No,Extended,Bachelor,Employed,F,84863,Suburban,Divorced,138,28,40,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,691.697458,SUV,Large,1,0.5065186839102316,Yes
Arizona,Yes,Basic,High School or Below,Employed,M,73168,Suburban,Married,70,21,50,0,3,Corporate Auto,Corporate L2,Offer2,Agent,425.800112,Four-Door Car,Medsize,1,0.513039515224479,Yes
Washington,No,Basic,College,Employed,F,67282,Suburban,Married,62,29,27,0,1,Personal Auto,Personal L2,Offer2,Web,297.6,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,College,Employed,M,36463,Suburban,Single,92,8,25,0,3,Personal Auto,Personal L3,Offer1,Agent,441.6,Four-Door Car,Medsize,1,0.5159126618576404,Yes
California,No,Extended,High School or Below,Employed,M,40361,Rural,Married,98,3,98,0,1,Personal Auto,Personal L3,Offer2,Branch,71.169255,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,1,0.475823597445866,Yes
California,No,Basic,Master,Employed,F,23823,Suburban,Married,115,5,39,0,6,Corporate Auto,Corporate L2,Offer2,Branch,567.48055,Sports Car,Medsize,1,0.5090019710600004,Yes
Washington,No,Basic,Bachelor,Employed,F,62088,Rural,Married,64,6,28,2,4,Corporate Auto,Corporate L2,Offer1,Agent,73.258034,Two-Door Car,Medsize,1,0.3771238451177171,Yes
California,No,Premium,College,Disabled,M,21070,Suburban,Divorced,195,6,47,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,1404.0,Sports Car,Small,1,0.5175226087149922,Yes
Arizona,No,Basic,Bachelor,Employed,F,42621,Suburban,Married,66,8,3,0,3,Personal Auto,Personal L1,Offer2,Call Center,316.8,Four-Door Car,Medsize,1,0.5053767627973248,Yes
Washington,No,Basic,Bachelor,Employed,F,49467,Suburban,Divorced,65,1,96,0,1,Personal Auto,Personal L3,Offer1,Call Center,413.695258,Two-Door Car,Small,0,0.0,No
Oregon,No,Basic,High School or Below,Employed,F,34807,Suburban,Single,73,8,90,0,1,Personal Auto,Personal L3,Offer1,Agent,472.043042,Two-Door Car,Small,0,0.0,No
Arizona,No,Basic,High School or Below,Employed,F,76374,Suburban,Divorced,61,21,28,0,7,Personal Auto,Personal L3,Offer2,Call Center,292.8,Four-Door Car,Small,0,0.0,No
Nevada,No,Basic,College,Employed,F,89092,Rural,Divorced,68,31,30,2,3,Personal Auto,Personal L3,Offer1,Branch,91.8198,Two-Door Car,Medsize,1,0.4670695514082533,Yes
Arizona,No,Basic,College,Unemployed,M,0,Rural,Married,64,20,13,0,4,Personal Auto,Personal L3,Offer2,Agent,137.169296,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,College,Employed,M,33938,Rural,Single,64,21,76,0,7,Personal Auto,Personal L2,Offer1,Branch,63.709865,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,High School or Below,Employed,F,77135,Rural,Divorced,84,3,37,3,8,Personal Auto,Personal L3,Offer2,Web,98.372265,Four-Door Car,Medsize,1,0.5109189299685902,Yes
Arizona,No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,108,2,38,0,1,Personal Auto,Personal L2,Offer3,Branch,912.581597,Four-Door Car,Small,0,0.0,No
California,Yes,Extended,High School or Below,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Corporate Auto,Corporate L3,Offer1,Agent,460.8,Four-Door Car,Large,0,0.0,No
Oregon,Yes,Basic,Master,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal Auto,Personal L3,Offer2,Branch,513.6,SUV,Large,0,0.0,No
Oregon,No,Extended,High School or Below,Employed,M,66169,Rural,Married,96,35,30,1,1,Personal Auto,Personal L2,Offer4,Web,156.429591,Two-Door Car,Small,0,0.0,No
Arizona,No,Basic,College,Employed,F,39293,Urban,Married,74,17,48,0,6,Personal Auto,Personal L3,Offer2,Web,352.740946,Two-Door Car,Medsize,1,0.503787554057062,Yes
Arizona,No,Extended,Bachelor,Unemployed,F,0,Rural,Married,93,21,8,0,3,Personal Auto,Personal L1,Offer1,Call Center,149.269407,Four-Door Car,Medsize,1,0.5157007849372428,Yes
Arizona,No,Extended,High School or Below,Employed,F,72460,Urban,Married,85,9,76,0,1,Personal Auto,Personal L2,Offer2,Call Center,370.018108,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Bachelor,Disabled,F,17723,Suburban,Married,72,3,40,0,3,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Medsize,1,0.5050635070480504,Yes
California,No,Extended,Bachelor,Unemployed,F,0,Urban,Married,95,22,17,0,1,Personal Auto,Personal L2,Offer3,Agent,429.657692,Four-Door Car,Medsize,0,0.0,No
California,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,98,23,46,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,958.502743,Two-Door Car,Small,0,0.0,No
Oregon,No,Extended,High School or Below,Employed,M,39891,Urban,Married,133,12,31,0,2,Personal Auto,Personal L3,Offer1,Agent,630.888663,SUV,Medsize,1,0.5175238788210182,Yes
Arizona,No,Basic,Doctor,Employed,F,50397,Suburban,Married,70,34,77,0,1,Corporate Auto,Corporate L1,Offer2,Web,350.65008,Four-Door Car,Small,0,0.0,No
Washington,No,Basic,High School or Below,Employed,M,59839,Suburban,Single,107,8,52,2,8,Personal Auto,Personal L2,Offer2,Agent,513.6,SUV,Medsize,1,0.5133779334236757,Yes
Oregon,No,Extended,Master,Unemployed,M,0,Suburban,Married,128,6,37,1,1,Personal Auto,Personal L2,Offer1,Agent,1548.310532,Sports Car,Medsize,0,0.0,No
California,No,Extended,College,Employed,M,68229,Suburban,Married,96,11,41,0,5,Corporate Auto,Corporate L2,Offer4,Branch,460.8,Four-Door Car,Medsize,1,0.5135775996842192,Yes
Oregon,No,Basic,Bachelor,Employed,F,33832,Suburban,Married,67,22,47,1,9,Corporate Auto,Corporate L3,Offer3,Branch,321.6,Four-Door Car,Small,1,0.4828039729500713,Yes
California,No,Basic,College,Retired,F,20608,Suburban,Divorced,73,10,24,0,1,Personal Auto,Personal L2,Offer3,Branch,350.4,Four-Door Car,Small,0,0.0,No
California,No,Premium,Bachelor,Employed,M,59414,Rural,Married,140,34,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,65.022258,SUV,Medsize,1,0.5175227886336973,Yes
Washington,No,Basic,Bachelor,Employed,F,56274,Suburban,Married,69,32,5,0,1,Corporate Auto,Corporate L3,Offer1,Agent,384.811147,Two-Door Car,Medsize,0,0.0,No
California,No,Basic,College,Disabled,F,16139,Suburban,Married,62,19,69,0,2,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,Large,1,0.5099584675068506,Yes
Oregon,No,Premium,College,Employed,F,59888,Suburban,Married,106,6,14,0,3,Personal Auto,Personal L3,Offer1,Branch,712.682559,Four-Door Car,Medsize,1,0.5159379823985848,Yes
Arizona,No,Premium,High School or Below,Employed,F,78077,Urban,Married,107,11,47,2,6,Personal Auto,Personal L3,Offer2,Branch,438.069458,Four-Door Car,Medsize,1,0.5121946095568548,Yes
Washington,No,Premium,College,Disabled,F,25676,Suburban,Married,113,6,84,0,1,Personal Auto,Personal L3,Offer3,Web,542.4,Two-Door Car,Medsize,0,0.0,No
Washington,No,Basic,Master,Employed,M,54585,Suburban,Married,71,33,39,1,3,Personal Auto,Personal L2,Offer3,Call Center,340.8,Two-Door Car,Small,1,0.5109285233091824,Yes
Arizona,No,Basic,College,Employed,M,47481,Suburban,Married,116,20,39,0,1,Personal Auto,Personal L3,Offer4,Call Center,556.8,SUV,Medsize,0,0.0,No
Arizona,No,Basic,High School or Below,Employed,M,66620,Suburban,Married,70,13,75,0,7,Personal Auto,Personal L3,Offer3,Agent,336.0,Four-Door Car,Medsize,1,0.5126713144036744,Yes
California,No,Extended,College,Employed,M,47482,Suburban,Married,93,19,45,0,3,Corporate Auto,Corporate L1,Offer2,Branch,594.1776639999998,Four-Door Car,Small,1,0.5158540405598121,Yes
California,No,Extended,Master,Unemployed,M,0,Suburban,Married,135,2,41,1,1,Personal Auto,Personal L3,Offer1,Call Center,939.528475,SUV,Large,1,0.0,Yes
California,No,Extended,College,Employed,M,43838,Suburban,Married,97,11,37,0,7,Corporate Auto,Corporate L2,Offer2,Web,465.6,Four-Door Car,Medsize,1,0.5157318804607423,Yes
Nevada,No,Basic,College,Employed,M,30606,Urban,Married,71,11,7,0,1,Personal Auto,Personal L3,Offer2,Branch,253.04739,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,High School or Below,Employed,M,40171,Suburban,Divorced,73,8,78,0,1,Personal Auto,Personal L3,Offer4,Agent,350.4,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,Bachelor,Employed,F,74257,Urban,Married,76,16,91,0,3,Personal Auto,Personal L3,Offer1,Agent,214.586742,Four-Door Car,Large,1,0.5158956513265179,Yes
California,No,Extended,Bachelor,Unemployed,F,0,Urban,Divorced,80,30,8,0,1,Personal Auto,Personal L1,Offer1,Web,336.50961,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Basic,College,Medical Leave,F,26222,Suburban,Married,62,23,18,0,1,Personal Auto,Personal L2,Offer1,Branch,297.6,Four-Door Car,Medsize,0,0.0,No
California,No,Extended,College,Employed,M,52693,Suburban,Married,129,1,0,0,5,Personal Auto,Personal L2,Offer1,Branch,619.2,SUV,Medsize,1,0.5163328332567694,Yes
California,No,Basic,High School or Below,Medical Leave,F,22193,Suburban,Married,74,13,74,0,2,Personal Auto,Personal L3,Offer2,Branch,415.535724,Two-Door Car,Small,1,0.5149027723775425,Yes
Washington,No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,173,24,21,0,2,Corporate Auto,Corporate L2,Offer2,Branch,1245.6,SUV,Medsize,1,0.5175319310975168,Yes
Nevada,No,Extended,Master,Employed,M,47761,Rural,Married,131,2,54,0,6,Personal Auto,Personal L3,Offer1,Agent,232.711071,SUV,Small,1,0.5166151491969024,Yes
Washington,No,Extended,High School or Below,Employed,F,24959,Suburban,Married,89,19,13,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,640.8,Four-Door Car,Large,0,0.0,No
Arizona,Yes,Premium,High School or Below,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Medsize,1,0.5158713026033356,Yes
Nevada,No,Basic,College,Employed,F,30514,Rural,Single,72,3,87,2,6,Personal Auto,Personal L3,Offer1,Web,154.04961699999996,Four-Door Car,Medsize,1,0.4793097882873888,Yes
California,Yes,Basic,College,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize,1,0.5157358680965924,Yes
Nevada,Yes,Basic,College,Employed,M,56342,Suburban,Single,69,12,89,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,331.2,Four-Door Car,Small,0,0.0,No
California,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,9,10,1,1,Corporate Auto,Corporate L3,Offer2,Agent,475.2,Four-Door Car,Small,0,0.0,No
Oregon,No,Basic,Master,Employed,M,25950,Urban,Married,66,27,1,0,2,Personal Auto,Personal L1,Offer4,Agent,271.69752900000003,Two-Door Car,Medsize,1,0.5144829235695668,Yes
Nevada,No,Premium,Bachelor,Employed,F,97379,Urban,Divorced,119,10,62,0,2,Personal Auto,Personal L1,Offer1,Web,354.764801,Four-Door Car,Medsize,1,0.5157874921511136,Yes
Arizona,No,Basic,High School or Below,Employed,M,84178,Rural,Divorced,74,34,80,0,2,Personal Auto,Personal L3,Offer2,Call Center,12.588784,Two-Door Car,Medsize,1,0.514819731690384,Yes
Nevada,No,Premium,College,Medical Leave,F,20394,Urban,Married,115,28,84,0,1,Personal Auto,Personal L3,Offer1,Branch,508.614758,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,High School or Below,Employed,M,54339,Rural,Married,86,10,52,0,1,Personal Auto,Personal L3,Offer4,Agent,10.478305,Four-Door Car,Large,0,0.0,No
California,No,Extended,Doctor,Employed,M,41273,Urban,Married,77,16,19,0,1,Personal Auto,Personal L3,Offer2,Call Center,221.226696,Four-Door Car,Medsize,0,0.0,No
California,Yes,Basic,High School or Below,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Corporate Auto,Corporate L3,Offer2,Agent,571.2,SUV,Small,1,0.5156260574217,Yes
Oregon,No,Basic,High School or Below,Employed,F,81182,Suburban,Single,64,3,45,0,8,Corporate Auto,Corporate L2,Offer2,Branch,307.2,Four-Door Car,Small,1,0.4375076004671393,Yes
California,No,Extended,High School or Below,Employed,M,75436,Rural,Married,78,10,20,0,2,Personal Auto,Personal L2,Offer2,Agent,9.747443,Four-Door Car,Medsize,1,0.5149927306125717,Yes
California,No,Basic,College,Employed,M,36845,Suburban,Married,74,14,33,0,1,Personal Auto,Personal L2,Offer4,Branch,355.2,Four-Door Car,Small,0,0.0,No
Arizona,No,Extended,Bachelor,Unemployed,M,0,Suburban,Married,88,16,28,2,7,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Small,1,0.5154698713601298,Yes
Oregon,No,Extended,College,Employed,F,88663,Suburban,Married,79,20,86,0,7,Special Auto,Special L3,Offer1,Agent,379.2,Four-Door Car,Medsize,1,0.5157200694325385,Yes
California,No,Extended,High School or Below,Employed,M,52447,Rural,Single,90,5,57,0,7,Personal Auto,Personal L3,Offer1,Agent,61.58566800000001,Four-Door Car,Medsize,1,0.5152880210948935,Yes
Oregon,No,Basic,College,Employed,M,31475,Rural,Married,64,6,3,1,3,Personal Auto,Personal L2,Offer3,Call Center,22.962412,Four-Door Car,Medsize,1,0.0,Yes
California,No,Extended,Master,Employed,F,23616,Urban,Married,83,8,68,0,7,Special Auto,Special L2,Offer3,Web,229.620398,Two-Door Car,Medsize,1,0.51485864630621,Yes
Nevada,No,Basic,Bachelor,Employed,F,65900,Suburban,Married,62,17,41,0,2,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize,1,0.510524882130478,Yes
Arizona,No,Extended,Bachelor,Employed,M,44006,Urban,Single,130,18,26,0,4,Personal Auto,Personal L3,Offer1,Branch,494.664784,Sports Car,Medsize,1,0.5158336914132953,Yes
Washington,No,Extended,Bachelor,Employed,M,60735,Urban,Married,135,11,59,0,2,Personal Auto,Personal L3,Offer3,Branch,571.695889,SUV,Medsize,1,0.5175238788210182,Yes
Arizona,No,Extended,Doctor,Employed,M,63688,Suburban,Married,99,28,93,0,6,Personal Auto,Personal L2,Offer2,Branch,475.2,Four-Door Car,Medsize,1,0.5127862722271426,Yes
Washington,No,Extended,High School or Below,Employed,F,34087,Urban,Single,235,12,49,0,6,Personal Auto,Personal L2,Offer1,Branch,889.5185210000003,Luxury SUV,Medsize,1,0.5169677829177363,Yes
Oregon,No,Basic,College,Employed,F,67801,Rural,Divorced,115,12,45,1,1,Personal Auto,Personal L3,Offer3,Web,23.810491,SUV,Medsize,0,0.0,No
California,No,Premium,Bachelor,Employed,M,68164,Rural,Single,119,27,37,2,6,Personal Auto,Personal L3,Offer1,Agent,222.582872,Four-Door Car,Small,1,0.5121099461992452,Yes
California,No,Basic,College,Employed,F,28919,Suburban,Married,72,18,11,0,1,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,High School or Below,Employed,F,86650,Urban,Single,69,7,64,2,1,Personal Auto,Personal L1,Offer1,Web,323.865715,Two-Door Car,Medsize,0,0.0,No
Nevada,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,2,45,0,5,Personal Auto,Personal L3,Offer2,Branch,700.331425,Four-Door Car,Small,0,0.0,No
Oregon,No,Extended,College,Employed,F,88782,Urban,Divorced,78,6,38,0,1,Personal Auto,Personal L3,Offer4,Web,357.757645,Four-Door Car,Large,0,0.0,No
Arizona,No,Premium,High School or Below,Employed,F,26149,Suburban,Married,157,2,17,0,7,Personal Auto,Personal L3,Offer4,Web,753.6,SUV,Medsize,1,0.5169896028358908,Yes
California,No,Basic,College,Employed,M,60689,Rural,Single,74,29,67,0,7,Corporate Auto,Corporate L2,Offer2,Branch,5.746657,Four-Door Car,Medsize,1,0.5113187805880894,Yes
Oregon,No,Basic,High School or Below,Employed,M,30525,Urban,Single,115,24,35,0,3,Personal Auto,Personal L2,Offer2,Call Center,368.022992,Sports Car,Small,1,0.5090738565326436,Yes
Oregon,Yes,Basic,College,Employed,M,56342,Suburban,Single,69,12,89,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,331.2,Four-Door Car,Small,0,0.0,No
California,No,Extended,Master,Employed,F,71135,Urban,Married,92,11,64,1,3,Personal Auto,Personal L3,Offer1,Branch,270.56399500000003,Four-Door Car,Medsize,1,0.5154669480974521,Yes
Arizona,No,Extended,High School or Below,Medical Leave,M,21238,Suburban,Married,95,11,38,4,4,Personal Auto,Personal L2,Offer1,Call Center,456.0,Four-Door Car,Medsize,1,0.5148280930986742,Yes
California,No,Premium,Bachelor,Employed,F,38692,Suburban,Married,102,16,8,0,1,Personal Auto,Personal L3,Offer1,Web,502.443591,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Premium,College,Disabled,F,10097,Rural,Married,110,17,69,0,1,Personal Auto,Personal L1,Offer1,Web,218.63559300000003,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,106,19,67,1,3,Corporate Auto,Corporate L3,Offer3,Agent,631.1082230000002,SUV,Medsize,1,0.5145814770782601,Yes
Arizona,No,Basic,College,Employed,F,54695,Suburban,Married,103,6,94,0,5,Personal Auto,Personal L3,Offer1,Branch,494.4,SUV,Medsize,1,0.5133543847321909,Yes
Oregon,No,Basic,College,Unemployed,M,0,Suburban,Divorced,109,12,66,0,2,Personal Auto,Personal L3,Offer1,Agent,852.460341,Sports Car,Large,1,0.515182798337803,Yes
Nevada,No,Premium,Bachelor,Medical Leave,F,12843,Suburban,Single,111,6,47,0,3,Corporate Auto,Corporate L2,Offer2,Branch,1143.494486,Four-Door Car,Small,1,0.5148852239575467,Yes
California,No,Basic,Master,Employed,M,63499,Urban,Married,73,21,79,0,1,Personal Auto,Personal L3,Offer2,Agent,278.96409500000004,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,Bachelor,Employed,F,60078,Rural,Married,127,23,60,0,3,Corporate Auto,Corporate L1,Offer3,Branch,140.819942,SUV,Medsize,1,0.5171174588964308,Yes
Arizona,No,Basic,High School or Below,Employed,F,23712,Suburban,Married,106,2,12,0,1,Corporate Auto,Corporate L1,Offer4,Call Center,508.8,SUV,Medsize,0,0.0,No
Oregon,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,73,3,74,0,2,Personal Auto,Personal L3,Offer3,Branch,525.6,Two-Door Car,Medsize,1,0.5101540475122628,Yes
